nconst,primaryName,First Name,Last Name,birthYear,deathYear,primaryProfession,knownForTitles,"Asian,GreaterEastAsian,EastAsian","Asian,GreaterEastAsian,Japanese","Asian,IndianSubContinent","GreaterAfrican,Africans","GreaterAfrican,Muslim","GreaterEuropean,British","GreaterEuropean,EastEuropean","GreaterEuropean,Jewish","GreaterEuropean,WestEuropean,French","GreaterEuropean,WestEuropean,Germanic","GreaterEuropean,WestEuropean,Hispanic","GreaterEuropean,WestEuropean,Italian","GreaterEuropean,WestEuropean,Nordic",race
nm2956435,Elliott Fredland,Elliott,Fredland,\N,\N,"actor,producer","tt0765481,tt3226570,tt1072423,tt4973806",0.0005781156,0.0016347653,0.0005469862,0.0005630186,0.0012877126,0.35425866,0.0044594393,0.58833706,0.017153986,0.0030218638,0.002305306,0.0071808873,0.018672174,"GreaterEuropean,Jewish"
nm0673932,Emily Perkins,Emily,Perkins,1977,\N,actress,"tt0353489,tt0210070,tt0467406,tt0454945",0.009674417,0.007838654,0.006823311,0.0059378566,0.0028114235,0.7062878,0.042843696,0.09959395,0.06660887,0.031022524,0.009486845,0.0075470353,0.0035235016,"GreaterEuropean,British"
nm0446702,Moira Kelly,Moira,Kelly,1968,\N,"actress,director","tt0104040,tt0368530,tt0105665,tt0110357",0.027567016,0.014908366,0.04500282,0.15110797,0.037362754,0.23111092,0.017613402,0.24439992,0.066118136,0.024523716,0.07586164,0.061941493,0.0024817847,"GreaterEuropean,Jewish"
nm0893965,Ben Vereen,Ben,Vereen,1946,\N,"actor,soundtrack,director","tt0075572,tt0413573,tt0078754,tt2784678",0.012629804,0.005021994,0.0037605374,0.0045380234,0.053098958,0.60670125,0.0034729321,0.20027925,0.014385214,0.009988018,0.00489317,0.004078412,0.07715242,"GreaterEuropean,British"
nm4636131,Coco Jones,Coco,Jones,1998,\N,"actress,soundtrack","tt6060208,tt12878838,tt8976576,tt1415889",0.008022443,0.0069690994,0.0034382776,0.00935092,0.006912545,0.2313706,0.0018471366,0.06787746,0.012683911,0.014487164,0.31107727,0.32233012,0.0036330484,"GreaterEuropean,WestEuropean,Italian"
nm2318753,Chad Villella,Chad,Villella,\N,\N,"producer,actor,writer","tt4935334,tt11245972,tt7798634,tt2105044",0.0014918855,0.007194986,0.021618532,0.0235888,0.034163114,0.16858932,0.0070163966,0.12955816,0.043701716,0.0009633091,0.19343013,0.3678008,0.0008828263,"GreaterEuropean,WestEuropean,Italian"
nm0453492,Jacqueline Kim,Jacqueline,Kim,\N,\N,"actress,producer,soundtrack","tt0120461,tt3090670,tt0111280,tt0239467",0.010390371,0.0018522791,0.0063497275,0.012605639,0.005897772,0.55706835,0.008027408,0.21520376,0.09839057,0.021618957,0.020606035,0.004706396,0.037282657,"GreaterEuropean,British"
nm5640683,Andrea Suarez Paz,Andrea,Suarez Paz,\N,\N,actress,"tt8456696,tt10430850,tt2405372,tt3894188",0.00438251,0.0026737424,0.009188699,0.0065100607,0.007316095,0.0066314684,0.010794328,0.04241361,0.059709992,0.0022069686,0.5320395,0.31248122,0.0036518099,"GreaterEuropean,WestEuropean,Hispanic"
nm0399251,Charles Hubbell,Charles,Hubbell,1969,\N,"actor,talent_agent,miscellaneous","tt1515208,tt1079372,tt2665394,tt1694118",0.006561409,0.0019075497,0.003868421,0.0064999317,0.0007936092,0.889703,0.0014150185,0.016524024,0.048337262,0.0010837327,0.012025053,0.009044431,0.0022366818,"GreaterEuropean,British"
nm0734442,James Roday Rodriguez,James,Roday Rodriguez,1976,\N,"actor,producer,director","tt1034032,tt0377818,tt0491738,tt6868216",0.0004618158,0.00837735,0.0006888116,0.0034695147,0.0028760862,0.0351455,0.00461781,0.023265619,0.50430524,0.0027885356,0.3606692,0.0527217,0.0006128135,"GreaterEuropean,WestEuropean,French"
nm5307635,Sam Strike,Sam,Strike,1994,\N,"actor,soundtrack","tt1856080,tt5290382,tt7366338,tt1751634",0.014419392,0.015795832,0.010813294,0.0052340697,0.011364424,0.5391613,0.018944526,0.106204174,0.017513314,0.023029337,0.009622577,0.018911403,0.20898634,"GreaterEuropean,British"
nm0507338,Jenifer Lewis,Jenifer,Lewis,1957,\N,"actress,music_department,soundtrack","tt3487356,tt0780521,tt0117372,tt0132347",0.0012784777,0.002355945,0.0032068302,0.0017177239,0.013151891,0.5051282,0.0011176622,0.42237425,0.02665138,0.0026706823,0.011133047,0.008254862,0.0009589713,"GreaterEuropean,British"
nm4131336,Rachel Alig,Rachel,Alig,\N,\N,"actress,stunts","tt9701124,tt7044076,tt7629464,tt6604106",0.0035867784,0.0014721822,0.0068653123,0.0194563,0.01572158,0.10665096,0.030485995,0.24790381,0.4617913,0.05462934,0.026138322,0.013675895,0.011622266,"GreaterEuropean,WestEuropean,French"
nm0735467,Paul Rodriguez,Paul,Rodriguez,1955,\N,"actor,writer,producer","tt0412080,tt0309377,tt0255653,tt0250687",0.00038873422,0.001394565,0.0004695834,0.0014424679,0.00013739162,0.008540368,0.0015287391,0.0071688564,0.8213266,0.002738472,0.12053012,0.034181472,0.00015258887,"GreaterEuropean,WestEuropean,French"
nm0842081,Alison Sweeney,Alison,Sweeney,1976,\N,"actress,producer,director","tt0058796,tt1169969,tt4621642,tt15758400",0.0038657608,0.0007195061,0.004515724,0.00340628,0.001542948,0.9291569,0.0001482639,0.0022830286,0.018896038,0.000871114,0.03135464,0.002896836,0.00034296693,"GreaterEuropean,British"
nm1828507,Mike O'Brian,Mike,O'Brian,\N,\N,actor,"tt2354113,tt1603257",0.0047393274,0.0017519791,0.0003484233,0.0002266878,8.899023e-05,0.966401,0.00019056868,0.0037724378,0.011045205,0.0013014544,0.0019986706,0.007942971,0.00019228894,"GreaterEuropean,British"
nm1370408,Joaquín Cosio,Joaquín,Cosio,1962,\N,actor,"tt1615065,tt1692190,tt4633694,tt0830515",0.00030604206,0.014056469,0.00045372307,0.0012142236,3.8561346e-05,0.008506184,0.0003890239,0.0037359027,0.02776887,0.00035765817,0.6998732,0.24328864,1.1520787e-05,"GreaterEuropean,WestEuropean,Hispanic"
nm2645189,Shelley Hennig,Shelley,Hennig,1987,\N,actress,"tt5783956,tt1204977,tt3713166,tt1567432",0.0065945257,0.0019210958,0.0016657216,0.00463083,0.0019058385,0.38498768,0.010575958,0.52696216,0.037863802,0.0039206203,0.010188997,0.0045326645,0.0042500417,"GreaterEuropean,Jewish"
nm3994408,Jane Levy,Jane,Levy,\N,\N,"actress,soundtrack","tt1288558,tt4160708,tt10314462",0.0016310026,0.0024371098,0.0011154094,0.002531272,0.0014578569,0.5353603,0.009911009,0.4140734,0.021048043,0.001149157,0.0059919036,0.002337051,0.0009566231,"GreaterEuropean,British"
nm1377287,Arron Shiver,Arron,Shiver,1977,\N,"actor,writer,director","tt1037705,tt0979432,tt0381849,tt1234548",0.00054050796,0.00055320835,0.000279359,0.00036297593,0.003490945,0.4812364,0.002722221,0.49821103,0.0035198992,0.0006215329,0.0010578244,0.0070250067,0.00037910984,"GreaterEuropean,Jewish"
nm1054247,Alexa Nikolas,Alexa,Nikolas,1992,\N,actress,"tt1865346,tt0386649,tt0415463,tt0873886",0.002238309,0.002440646,0.00067642285,0.002402214,0.010087325,0.020006,0.80382913,0.06923117,0.004489074,0.008934484,0.064266734,0.010609406,0.0007891233,"GreaterEuropean,EastEuropean"
nm0101005,Tom Bower,Tom,Bower,1938,\N,"actor,producer","tt19785210,tt1206543,tt0099423,tt8083936",0.0010340922,0.0012073618,0.0008809155,0.013614966,0.0012251792,0.9243082,0.0011228689,0.026577344,0.0076740133,0.0118266875,0.0018204075,0.004401401,0.0043065525,"GreaterEuropean,British"
nm2325018,Tang Wei,Tang,Wei,1979,\N,"actress,soundtrack","tt0808357,tt12477480,tt2169322,tt2717822",0.9966627,0.00042780448,2.9428744e-05,3.227356e-05,2.553765e-05,0.002126769,0.000121311234,0.00011892131,0.00014317573,1.2819089e-05,0.00020045163,5.614215e-05,4.2678854e-05,"Asian,GreaterEastAsian,EastAsian"
nm0044472,Sybil Azur,Sybil,Azur,1972,\N,"actress,director,writer","tt1022603,tt3783958,tt0295178,tt0309530",0.0014777195,0.00039355864,0.15104584,0.025317036,0.32909992,0.27326262,0.016615355,0.13832106,0.040977217,0.0014207886,0.014573123,0.0048151896,0.0026804977,"GreaterAfrican,Muslim"
nm0101242,Lauren Bowles,Lauren,Bowles,1970,\N,"actress,writer,producer","tt0408839,tt0480687,tt0162346,tt0119190",0.002758793,0.0017533054,0.0028368803,0.002295652,0.000767618,0.96506786,0.00047666352,0.010999747,0.004797919,0.0006179141,0.0038911118,0.0025933792,0.0011431918,"GreaterEuropean,British"
nm1616668,Michael Graziadei,Michael,Graziadei,1979,\N,"actor,soundtrack","tt2356777,tt3314228,tt4687892,tt1844624",0.0009345979,0.0017048252,0.00029792255,0.004950031,0.0003613992,0.04384943,0.005601385,0.02261435,0.014298483,0.0029714806,0.019437201,0.88153976,0.0014390431,"GreaterEuropean,WestEuropean,Italian"
nm0232414,Chad Donella,Chad,Donella,1978,\N,"actor,stunts","tt0323944,tt0134619,tt0195714,tt0415833",0.0027168142,0.0050316625,0.015498637,0.084768906,0.03806383,0.10443586,0.009550531,0.17382605,0.039207235,0.0012921178,0.15259433,0.37242636,0.00058774085,"GreaterEuropean,WestEuropean,Italian"
nm0420955,Richard Jenkins,Richard,Jenkins,1947,\N,"actor,producer,soundtrack","tt0838283,tt0857191,tt0887883,tt5580390",0.004310131,0.0033059276,0.003339905,0.0029861683,0.0007138968,0.9055474,0.0026365146,0.03358291,0.023873398,0.011841681,0.0028213083,0.003132547,0.0019082637,"GreaterEuropean,British"
nm1676221,Andy Samberg,Andy,Samberg,1978,\N,"actor,producer,soundtrack","tt9484998,tt0072562,tt2467372,tt3960412",0.00016559192,0.00014715653,0.0009607861,0.0041048666,0.00094229187,0.117761694,0.025652435,0.779758,0.0077712475,0.025481716,0.020471008,0.0043946193,0.012388549,"GreaterEuropean,Jewish"
nm0235103,Jason Douglas,Jason,Douglas,\N,\N,"actor,miscellaneous","tt0903747,tt1520211,tt14614892,tt13616990",0.0035416111,0.0044629313,0.0016243217,0.0032125982,0.0018347782,0.88721716,0.0027857486,0.04465488,0.012284924,0.0011962693,0.029185914,0.00527698,0.0027218955,"GreaterEuropean,British"
nm0087756,Chris Blasman,Chris,Blasman,\N,\N,actor,"tt1095180,tt0926132,tt1571313,tt1350917",0.007013151,0.004836142,0.007240432,0.0034980432,0.0029479887,0.7268098,0.007143127,0.19227272,0.024596915,0.00588111,0.012186297,0.0021115819,0.003462751,"GreaterEuropean,British"
nm1902439,Anna Jaeger,Anna,Jaeger,\N,\N,"actress,costume_designer,producer","tt0455991,tt0463850,tt2663528,tt3901488",0.0016524321,0.0065917014,0.0025155332,0.006285101,0.005158835,0.09150059,0.10261963,0.303153,0.037553493,0.3536995,0.013126155,0.018117864,0.058026116,"GreaterEuropean,WestEuropean,Germanic"
nm2969015,Lena Hall,Lena,Hall,1980,\N,"actress,soundtrack","tt6150942,tt1723816,tt3528134,tt6156584",0.0051198145,0.004949416,0.0069293687,0.008147096,0.016627306,0.5483951,0.03546477,0.110971235,0.019412955,0.048680004,0.026702974,0.010347212,0.15825284,"GreaterEuropean,British"
nm0276738,Rona Figueroa,Rona,Figueroa,1972,\N,"actress,writer,sound_department","tt3186162,tt0451200,tt0209471,tt0197182",0.010054988,0.011003097,0.00125659,0.020433709,0.0035561135,0.06292359,0.009281247,0.0394324,0.056359146,0.0024653382,0.74464595,0.03665612,0.0019316534,"GreaterEuropean,WestEuropean,Hispanic"
nm0662042,Andrea Parker,Andrea,Parker,1970,\N,actress,"tt1578873,tt0320052,tt0410975,tt0115320",0.018669924,0.042292256,0.010499016,0.005150859,0.001503759,0.6097192,0.018959587,0.042186435,0.033045977,0.024036625,0.030738335,0.15538584,0.007812187,"GreaterEuropean,British"
nm0851555,Otto Tausig,Otto,Tausig,1922,2011,"actor,director,writer","tt0806910,tt1516039,tt1529246,tt0098000",0.00040478984,0.0011110806,0.00036614836,0.004114405,0.004713207,0.041109163,0.18227883,0.4549823,0.02964823,0.17565006,0.007817783,0.021595843,0.07620809,"GreaterEuropean,Jewish"
nm0000952,Hart Bochner,Hart,Bochner,1956,\N,"actor,director,writer","tt0088206,tt0078902,tt0106364,tt0095016",0.002837,0.003851289,0.002655431,0.005393382,0.00550887,0.14487642,0.0197987,0.36165506,0.026050651,0.40667614,0.0032027129,0.0059713363,0.01152305,"GreaterEuropean,WestEuropean,Germanic"
nm0004793,Monica Calhoun,Monica,Calhoun,1971,\N,"actress,producer,assistant_director","tt0119905,tt2083355,tt0095801,tt0168501",0.01225982,0.01008926,0.018121785,0.01248555,0.22902463,0.26361158,0.005167095,0.26311913,0.009569975,0.00377602,0.14445807,0.025787113,0.0025299375,"GreaterEuropean,British"
nm0188687,Gail Cronauer,Gail,Cronauer,\N,\N,"actress,casting_director","tt6803046,tt3683148,tt3846182,tt8415728",0.0036850064,0.0021278332,0.0022362538,0.01284431,0.0019134935,0.11883601,0.0012081956,0.03938822,0.7121244,0.0012133842,0.06692635,0.0367779,0.00071861537,"GreaterEuropean,WestEuropean,French"
nm3195983,Alycia Delmore,Alycia,Delmore,1977,\N,"actress,producer,director","tt3243764,tt6598626,tt1334537,tt1558259",0.0098914,0.0064187925,0.002631825,0.015182758,0.0055809836,0.5143984,0.019761898,0.03595742,0.11353386,0.006471104,0.08638225,0.1747019,0.009087511,"GreaterEuropean,British"
nm0416381,Colton James,Colton,James,1988,\N,"actor,manager,casting_department","tt0209958,tt0145660,tt0773262,tt0119567",0.004039193,0.004784006,0.009778983,0.0053951805,0.002442851,0.8676747,0.003325528,0.03326984,0.006813601,0.003123937,0.054794643,0.0029046407,0.0016528959,"GreaterEuropean,British"
nm3747813,Megan Guinan,Megan,Guinan,\N,\N,actress,"tt5143416,tt7304212,tt0397442,tt4422836",0.050076623,0.0058233566,0.02420594,0.021230055,0.00812524,0.13005206,0.019664105,0.15987185,0.2462329,0.02202667,0.1899771,0.120309405,0.0024047764,"GreaterEuropean,WestEuropean,French"
nm1543157,Taylor Cole,Taylor,Cole,1984,\N,"actress,producer,soundtrack","tt0986263,tt1582459,tt1160368,tt1978428",0.0031087669,0.0008331751,0.0101766065,0.061235067,0.00971508,0.50657284,0.008561066,0.19326161,0.023774492,0.01226322,0.05511898,0.012147496,0.103231624,"GreaterEuropean,British"
nm0000549,Roger Moore,Roger,Moore,1927,2017,"actor,miscellaneous,producer","tt0070328,tt0071807,tt0076752,tt0079574",0.00078351196,0.0006922268,0.00969298,0.0096502425,0.00044177836,0.9597369,0.0001089612,0.0036215943,0.009047081,0.00054622494,0.0024257735,0.002635467,0.00061736314,"GreaterEuropean,British"
nm0949477,Dey Young,Dey,Young,1955,\N,"actress,producer,soundtrack","tt0094012,tt0092455,tt0100405,tt0079813",0.23032096,0.009608724,0.00043014815,0.009587584,0.0012895655,0.6476102,0.0021388936,0.032041874,0.021929283,0.0035201428,0.009668408,0.026137909,0.0057164696,"GreaterEuropean,British"
nm6011144,Thomas Kapanowski,Thomas,Kapanowski,\N,\N,actor,"tt7155914,tt3212830",0.0013098776,0.003317442,0.004847075,0.0025600195,0.0034125098,0.1852361,0.41685888,0.097363316,0.10180728,0.13969225,0.0070022824,0.015809134,0.020783782,"GreaterEuropean,EastEuropean"
nm0958430,Josh Zuckerman,Josh,Zuckerman,1985,\N,"actor,writer,director","tt0295178,tt0252028,tt1135985,tt0426459",9.3529794e-05,0.0015225179,0.0009136384,0.0011380502,0.00054082955,0.031302847,0.011728653,0.9263801,0.009746349,0.013266372,0.0022972722,0.0008939493,0.00017592014,"GreaterEuropean,Jewish"
nm0642253,Matt O'Neill,Matt,O'Neill,\N,\N,"actor,producer,writer","tt5679554,tt12907932,tt11674730,tt6264182",0.0009530552,0.0020903638,8.2372484e-05,6.462901e-05,0.0002494803,0.95343035,0.00029129063,0.021888446,0.005273232,0.00033793287,0.007885753,0.007427256,2.5878971e-05,"GreaterEuropean,British"
nm0391063,Kene Holiday,Kene,Holiday,1949,\N,actor,"tt0086719,tt0087910,tt0118798,tt0780511",0.012237041,0.002127333,0.005452751,0.0059090047,0.0045438576,0.90651196,0.0004722889,0.0040880647,0.03530267,0.00104342,0.011145896,0.0023134986,0.008852145,"GreaterEuropean,British"
nm2740063,Gig Morton,Gig,Morton,1996,\N,"actor,producer,sound_department","tt1763751,tt1164647,tt1330015,tt3441810",0.0066968296,0.002467748,0.001352306,0.0011933676,0.0056224745,0.6983556,0.0033542973,0.19131298,0.0045067044,0.0046300427,0.0046231593,0.030820776,0.04506365,"GreaterEuropean,British"
nm2456242,Jimmy Bellinger,Jimmy,Bellinger,\N,\N,"actor,producer,soundtrack","tt2531344,tt0899138,tt2918608,tt1586680",0.005944054,0.0067183734,0.009682963,0.0044282903,0.003011543,0.7280332,0.0027977636,0.05798545,0.09121095,0.01396846,0.011229241,0.038405605,0.026584057,"GreaterEuropean,British"
nm0477504,Paul Kyrmse,Paul,Kyrmse,\N,\N,"actor,cinematographer,camera_department","tt0243655,tt0283646,tt0283647,tt0212879",0.002500839,0.0016934343,0.006269452,0.0021726415,0.00038643452,0.50324607,0.0027481767,0.007212614,0.37351915,0.0248505,0.005145063,0.02670456,0.04355104,"GreaterEuropean,British"
nm0005216,Janet McTeer,Janet,McTeer,1961,\N,"actress,writer,producer","tt1602098,tt3410834,tt0161023,tt2674426",0.0019414417,0.0011743656,0.0016119241,0.0020481094,0.00052962214,0.9418941,0.0018266634,0.011143543,0.02355418,0.0025970975,0.0056791157,0.0055904323,0.00040941333,"GreaterEuropean,British"
nm1002594,Nicholas Belleas,Nicholas,Belleas,\N,\N,actor,"tt3059816,tt0197182,tt0179653,tt0118710",0.006623792,0.0010416261,0.0024332248,0.003296042,0.00035272117,0.92634827,0.0027430449,0.006809332,0.03501044,0.0030735899,0.007014487,0.0022942363,0.002959223,"GreaterEuropean,British"
nm0000385,Sam Elliott,Sam,Elliott,1944,\N,"actor,producer,soundtrack","tt1517451,tt5655222,tt0118715,tt0098206",0.0057122535,0.0014594841,0.002266706,0.0035694893,0.006550368,0.79413503,0.0070037534,0.13394809,0.023248648,0.0006816311,0.007239696,0.012835404,0.001349362,"GreaterEuropean,British"
nm0702639,Zheng Qian,Zheng,Qian,\N,\N,actor,tt0115005,0.99871933,0.0003668444,1.7316188e-05,2.1118429e-07,1.0473672e-05,0.0007040958,8.2331775e-05,2.66865e-05,1.5964397e-05,5.593205e-07,5.259564e-05,2.4900817e-06,1.0575783e-06,"Asian,GreaterEastAsian,EastAsian"
nm0001592,Joe Pantoliano,Joe,Pantoliano,1951,\N,"actor,producer,writer","tt0112442,tt0115736,tt0209144,tt0133093",0.0001851646,8.914882e-05,6.2339925e-05,0.0001619972,1.7696328e-05,0.005909559,0.00023646759,0.0015793028,0.0045525255,9.437569e-05,0.005754591,0.98133045,2.6263802e-05,"GreaterEuropean,WestEuropean,Italian"
nm3037819,Felisha Terrell,Felisha,Terrell,\N,\N,actress,"tt4181172,tt3560084,tt1285016,tt1567432",0.017001392,0.014784677,0.08525757,0.015733523,0.029137593,0.4969612,0.023622962,0.14455947,0.07196151,0.01617026,0.05153743,0.027697077,0.0055753007,"GreaterEuropean,British"
nm4692308,Samuel Davis,Samuel,Davis,\N,\N,"actor,director,writer","tt15875168,tt1442437,tt3032476,tt5555260",0.0030312994,0.002080461,0.0033429991,0.0047172224,0.0018131383,0.7265606,0.0060217874,0.19580477,0.024077745,0.0017273158,0.021136407,0.008937811,0.00074840506,"GreaterEuropean,British"
nm0783033,Marian Seldes,Marian,Seldes,1928,2014,"actress,soundtrack","tt0304415,tt0379865,tt0171363,tt0119303",0.014463563,0.026727902,0.042511538,0.00925256,0.03592667,0.21669199,0.02925252,0.1497586,0.056499276,0.13255331,0.23380421,0.032603275,0.019954687,"GreaterEuropean,WestEuropean,Hispanic"
nm0941777,Sam Worthington,Sam,Worthington,1976,\N,"actor,producer,director","tt0800320,tt1630029,tt0438488,tt0499549",0.002709145,0.00060889847,0.001257621,0.00057544216,0.0014150639,0.9333123,0.00043268278,0.038679857,0.0070701055,0.00018291465,0.004735869,0.008762053,0.0002580189,"GreaterEuropean,British"
nm0746583,Nicholas Rowe,Nicholas,Rowe,1966,\N,actor,"tt0387575,tt0309912,tt0090357,tt0120735",0.0023893213,0.00037448216,0.0023293209,0.0043241982,0.00014235315,0.9651481,0.00064566365,0.0030155643,0.016832232,0.0007965016,0.0021187845,0.0007253295,0.0011581273,"GreaterEuropean,British"
nm0651067,Ana Ortiz,Ana,Ortiz,1971,\N,"actress,soundtrack","tt1231287,tt0805669,tt1464174,tt2226342",0.0032284914,0.0017518962,0.020996148,0.034398362,0.07153625,0.044617653,0.006353467,0.043243084,0.010248013,0.008074104,0.72991365,0.01607249,0.009566411,"GreaterEuropean,WestEuropean,Hispanic"
nm2362602,Joseph Kennedy,Joseph,Kennedy,1981,\N,"actor,music_department,composer","tt0436992,tt1895315,tt1913036,tt1738340",0.005359,0.0009360547,0.038797963,0.028224478,0.0008287293,0.80767685,0.0025742108,0.03730084,0.056055944,0.009524744,0.0081848595,0.0028052425,0.0017309575,"GreaterEuropean,British"
nm4142463,Henry Shotwell,Henry,Shotwell,\N,\N,actor,"tt2503954,tt2177491,tt2305051,tt5009076",0.005170706,0.005654038,0.008081915,0.004170802,0.0006417076,0.853878,0.0012720845,0.07587074,0.032972768,0.0012517263,0.004572509,0.0057016583,0.0007613468,"GreaterEuropean,British"
nm0007210,Saul Rubinek,Saul,Rubinek,1948,\N,"actor,soundtrack,director","tt0105695,tt7456722,tt6412452,tt0108399",0.0040193223,0.0030844836,0.0016038537,0.008935709,0.016561043,0.06046452,0.2679165,0.5516977,0.04201561,0.019731998,0.008652567,0.004925086,0.0103916535,"GreaterEuropean,Jewish"
nm0001844,Frank Whaley,Frank,Whaley,1963,\N,"actor,director,writer","tt0452702,tt0101761,tt0110912,tt0115759",0.00091776234,0.0006828744,0.0011855228,0.0013596078,0.0005259601,0.93346816,0.0005926248,0.013637146,0.021578388,0.0033827648,0.009176141,0.012873692,0.0006192504,"GreaterEuropean,British"
nm0000276,Sean Astin,Sean,Astin,1971,\N,"actor,producer,director","tt0167261,tt0167260,tt0120737,tt0089218",0.015928315,0.014061697,0.0015786509,0.007234873,0.016985476,0.72624004,0.026537903,0.12343609,0.0183326,0.0068175965,0.008961605,0.021038454,0.012846586,"GreaterEuropean,British"
nm2267576,Patrick Elyas,Patrick,Elyas,\N,\N,actor,tt0318850,0.017079344,0.012710579,0.009337155,0.010227824,0.0013303446,0.7193977,0.006281266,0.024369214,0.13627239,0.010821553,0.013565593,0.03673085,0.0018760937,"GreaterEuropean,British"
nm5077914,Whitleigh Higuera,Whitleigh,Higuera,\N,\N,actress,tt2076372,0.006925474,0.08599597,0.010982805,0.025515389,0.005809854,0.4551109,0.0032536027,0.042184025,0.041957818,0.0015540037,0.262388,0.05571581,0.0026062876,"GreaterEuropean,British"
nm0240043,Anne Dudek,Anne,Dudek,1975,\N,"actress,director,producer","tt0308383,tt0381707,tt0412142,tt0804503",0.003946243,0.0015477987,0.002061611,0.015454015,0.0026384518,0.35469663,0.028515812,0.07255615,0.068736464,0.08945426,0.011619311,0.0058241123,0.34294906,"GreaterEuropean,British"
nm1339775,Dylan M. McKnight,Dylan,M. McKnight,1983,\N,actor,"tt0313043,tt0427822,tt0922547,tt0364616",0.0039485395,0.0069408063,0.0021698545,0.0045373403,0.0015001008,0.8918953,0.0015086918,0.025207361,0.017401876,0.0015052053,0.02327591,0.01934371,0.0007653236,"GreaterEuropean,British"
nm6982717,Ruby Barnhill,Ruby,Barnhill,2004,\N,actress,"tt6336356,tt2170687,tt7105440,tt3691740",0.0048278463,0.0028906355,0.07323477,0.0005865613,0.0007827013,0.7864924,0.0065765306,0.07253596,0.0049074832,0.00066562963,0.03545464,0.008310006,0.0027346853,"GreaterEuropean,British"
nm2988691,Amanda Gari,Amanda,Gari,\N,\N,"actress,soundtrack,miscellaneous","tt1604099,tt1198142,tt15197854,tt4204106",0.008575293,0.013809419,0.3585922,0.12151757,0.02572369,0.13392757,0.0061256606,0.018569287,0.059954796,0.0059318226,0.043596108,0.19549881,0.008177792,"Asian,IndianSubContinent"
nm0002536,Emmy Rossum,Emmy,Rossum,1986,\N,"actress,producer,soundtrack","tt0319262,tt1586680,tt0327056,tt0293508",0.0067510246,0.0034654196,0.014634196,0.013828757,0.048969828,0.09646981,0.010686512,0.7033183,0.034670915,0.030643823,0.007832146,0.00768834,0.021040903,"GreaterEuropean,Jewish"
nm1159702,Tristin Mays,Tristin,Mays,1990,\N,"actress,assistant_director,producer","tt3620846,tt0884732,tt1399045,tt4016454",0.020148044,0.008595022,0.015530446,0.01179187,0.015228949,0.5561714,0.024793748,0.04484824,0.08578166,0.044846453,0.02850508,0.029853689,0.11390536,"GreaterEuropean,British"
nm2366492,Noell Coet,Noell,Coet,1994,\N,"actress,producer","tt3311020,tt1796739,tt4214806,tt2825924",0.0034323758,0.006426809,0.0006857244,0.00067275343,0.0006693061,0.81571347,0.003318748,0.12752034,0.0149049135,0.0013574573,0.0042715366,0.017963545,0.003063024,"GreaterEuropean,British"
nm0340720,Zena Grey,Zena,Grey,1988,\N,"actress,editor,visual_effects","tt0385267,tt0872230,tt0393735,tt0184907",0.0036042496,0.0012429658,0.0047127656,0.04314029,0.16699673,0.09073389,0.11929188,0.46483797,0.030638183,0.022468612,0.02005348,0.02750908,0.0047699627,"GreaterEuropean,Jewish"
nm0000321,Gabriel Byrne,Gabriel,Byrne,1950,\N,"actor,producer,writer","tt0100150,tt0146675,tt0114814,tt7784604",0.0058027613,0.0041559944,0.00080427673,0.0050040465,0.00053934776,0.09983375,0.006901594,0.045630164,0.5828921,0.019091954,0.16966206,0.05542437,0.0042575523,"GreaterEuropean,WestEuropean,French"
nm0005558,Harland Williams,Harland,Williams,1962,\N,"actor,writer,producer","tt0424993,tt1667082,tt0358082,tt0109686",0.0028475595,0.007971929,0.0064436398,0.0035642781,0.0015811087,0.8024442,0.0025298342,0.026647506,0.027616719,0.053359568,0.011638214,0.0048838784,0.048471566,"GreaterEuropean,British"
nm0020354,Chad Allen,Chad,Allen,1974,\N,"actor,producer","tt0090496,tt0092074,tt0103405,tt0123099",0.004043822,0.0043143705,0.01422228,0.036805835,0.033834737,0.72117466,0.0062820497,0.09628279,0.062582836,0.0014089238,0.009245625,0.0044503473,0.0053517814,"GreaterEuropean,British"
nm2357847,Taylor Swift,Taylor,Swift,1989,\N,"music_artist,soundtrack,actress","tt1482459,tt9603082,tt1392170",0.002091341,0.00040190504,0.0067775636,0.01729799,0.01183183,0.8500698,0.0014592981,0.05072025,0.016447458,0.0006300033,0.012268351,0.0194327,0.010571463,"GreaterEuropean,British"
nm0801231,Taylor Simpson,Taylor,Simpson,\N,\N,actress,"tt0285742,tt0094484,tt0412808,tt0101970",0.0027385722,0.001546496,0.004147184,0.044074327,0.003877519,0.8559557,0.0022187354,0.03433917,0.008305275,0.0036142033,0.01320544,0.0076460503,0.018331371,"GreaterEuropean,British"
nm1209413,Louis Cancelmi,Louis,Cancelmi,1978,\N,"actor,art_department,miscellaneous","tt1302006,tt4270492,tt5537002,tt0979432",0.0047743707,0.0015916353,0.0008537287,0.038244646,0.0005392354,0.0787733,0.0011716412,0.013097059,0.31740817,0.0036778885,0.01858524,0.5198093,0.0014738622,"GreaterEuropean,WestEuropean,Italian"
nm0608701,Moni Moshonov,Moni,Moshonov,1951,\N,"actor,writer,producer","tt0498399,tt2860176,tt0287471,tt1103275",0.00050969445,0.0009059399,0.00020932297,0.0009055507,0.3611566,0.0025204339,0.20144203,0.42237917,0.0011302417,0.0039842753,0.0008133759,0.0036937695,0.00034950118,"GreaterEuropean,Jewish"
