budget,genres,id,imdb_id,title,production_companies,production_countries,release_date,revenue,runtime,spoken_languages
15000000,"Science Fiction, Drama, Thriller",76726,tt1706593,Chronicle,"{Twentieth Century Fox Film Corporation}, {Dune Entertainment}, {Davis Entertainment}, {Adam Schroeder Productions}",US,2012-02-01,145000000,84,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Romance",64678,tt1645080,The Art of Getting By,"{Goldcrest Films International}, {Atlantic Pictures}, {Gigi Productions}",US,2011-06-17,1406224,83,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000000,Comedy,67911,tt1411664,Bucky Larson: Born to Be a Star,"{Columbia Pictures}, {Happy Madison Productions}",US,2011-09-09,0,97,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]"
0,Thriller,26223,tt0960741,The Canyon,"{Pierce-Williams Entertainment}, {Zero Gravity Management}",US,2009-10-23,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,30849,tt1229367,Living Proof,,US,2008-10-18,0,125,"[{'iso_639_1': 'en', 'name': 'English'}]"
85000000,"Action, Thriller",59961,tt1599348,Safe House,"{Universal Pictures}, {Dentsu}, {Relativity Media}, {Bluegrass Films}",US,2012-02-09,208076205,115,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'af', 'name': 'Afrikaans'}, {'iso_639_1': 'es', 'name': 'Español'}]"
30000000,"Drama, Romance",72570,tt1606389,The Vow,"{Spyglass Entertainment}, {Screen Gems}",US,2012-02-05,196114570,104,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"TV Movie, Horror, Thriller",63749,tt1684927,Swamp Shark,{Bullet Films},US,2011-06-25,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]"
250000,Comedy,80379,tt2112999,Louis C.K.: Live at the Beacon Theater,,US,2011-12-10,1000000,62,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Comedy",84797,tt1808240,As Luck Would Have It,"{Trivisión S.L.}, {Alfresco Enterprises}, {La Ferme! Productions}, {Double Nickel Entertainment}","ES, FR, US",2011-11-30,0,98,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'es', 'name': 'Español'}]"
0,Drama,14205,tt0960770,Holding Trevor,{KGB Films},US,2007-06-16,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]"
850000,Comedy,84200,tt1996264,"For a Good Time, Call...",{AdScott Pictures},US,2012-08-31,1243961,85,"[{'iso_639_1': 'en', 'name': 'English'}]"
20000,"Action, Adventure",99254,tt2061604,Casey Jones,{Guiding Star Productions},US,2011-09-18,0,35,[]
79000000,"Adventure, Action, Science Fiction",72545,tt1397514,Journey 2: The Mysterious Island,"{New Line Cinema}, {Contrafilm}, {Walden Media}",US,2012-01-19,355692760,94,"[{'iso_639_1': 'en', 'name': 'English'}]"
717000,Music,126016,tt1334247,Johnny Cash at Folsom Prison,{Northern Lights},US,2008-10-18,0,60,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,79940,tt1855401,Tim and Eric's Billion Dollar Movie,"{2929 Productions}, {Gary Sanchez Productions}, {Funny or Die}",US,2012-03-02,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,71184,tt1547035,When Love Is Not Enough: The Lois Wilson Story,{Hallmark Hall of Fame Productions},US,2010-04-25,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]"
8000000,"Action, Comedy, Crime, Thriller",29564,tt1319743,Smokin' Aces 2: Assassins' Ball,"{Capital Arts Entertainment}, {Universal Studios Home Entertainment}, {Working Title Films}, {Always Split Aces Productions}","US, CA",2010-01-19,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]"
57000000,"Action, Fantasy, Thriller",71676,tt1071875,Ghost Rider: Spirit of Vengeance,"{Columbia Pictures}, {Imagenation Abu Dhabi FZ}, {Marvel Entertainment}, {Marvel Knights}, {Hyde Park Entertainment}, {Crystal Sky Pictures}, {Michael De Luca Productions}","AE, US",2011-12-10,149217355,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, History, TV Movie",21634,tt1073510,Prayers for Bobby,{Daniel Sladek Entertainment},US,2009-02-27,0,88,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]"
0,"Family, Romance",27902,tt0409011,Love Wrecked,"{Media 8 Entertainment}, {Santo Domingo Film & Music Video}, {Bacon & Eggs}",US,2005-11-01,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Music, Comedy",54507,tt2033193,A Very Potter Musical,{Starkid Productions},US,2009-04-09,0,166,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Music, Comedy",59017,tt2040264,A Very Potter Sequel,{Starkid Productions},US,2010-07-22,0,213,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Crime, Comedy",51875,tt1129427,Miss Nobody,{Double Dutch Films},US,2010-06-10,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Music, Romance",46504,tt1337193,Guy and Madeline on a Park Bench,,US,2009-04-23,0,82,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
0,Drama,83860,tt1720182,October Baby,,US,2011-10-30,5355847,107,"[{'iso_639_1': 'en', 'name': 'English'}]"
15000000,"Drama, Horror",168210,tt1212452,Bag of Bones,"{Headline Pictures}, {Nice Guy Productions}, {Sennet Entertainment}",US,2011-12-10,0,157,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
0,Drama,70876,tt1699147,Seven Days in Utopia,"{Utopia Pictures}, {Prospect Park}",US,2011-09-02,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Horror, Science Fiction",52454,tt1705773,Mega Shark vs. Crocosaurus,{The Asylum},US,2010-12-21,0,90,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]"
0,"Horror, Thriller",71672,tt1865567,Wrong Turn 4: Bloody Beginnings,"{Summit Entertainment}, {Constantin Film Produktion}, {Twentieth Century Fox Home Entertainment}","DE, US",2011-10-17,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000000,"Action, Thriller, Science Fiction",71254,tt1117581,Arena,"{Motion Picture Corporation of America}, {Zero Gravity Management}, {Fury Productions}, {RCR Media Group}",US,2011-10-11,0,94,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}]"
0,"Drama, Thriller",79548,tt1838544,Gone,"{Lakeshore Entertainment}, {Summit Entertainment}, {Sidney Kimmel Entertainment}",US,2012-02-23,18100189,94,"[{'iso_639_1': 'en', 'name': 'English'}]"
1000000,Drama,72213,tt1630036,Courageous,"{TriStar Pictures}, {Provident Films}, {Affirm Films}, {Sherwood Pictures}, {Alabama Production Group}",US,2011-09-30,34522221,129,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Family",17345,tt0425027,Flywheel,,US,2003-01-01,0,120,"[{'iso_639_1': 'en', 'name': 'English'}]"
12000000,"Comedy, Crime",57214,tt1636826,Project X,"{Silver Pictures}, {Green Hat Films}",US,2012-03-01,100000000,88,"[{'iso_639_1': 'en', 'name': 'English'}]"
41000000,Comedy,73937,tt1053810,The Big Year,"{Ingenious Media}, {Dune Entertainment}, {Fox 2000 Pictures}, {Deuce Three Productions}, {Sunswept Entertainment}, {Red Hour Films}",US,2011-10-13,7448385,100,"[{'iso_639_1': 'en', 'name': 'English'}]"
12000000,"Action, Thriller, War",75674,tt1591479,Act of Valor,"{Relativity Media}, {Bandito Brothers}",US,2012-02-24,81272766,110,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
65000000,"Action, Comedy, Romance",59962,tt1596350,This Means War,"{Dune Entertainment}, {Overbrook Films}, {Robert Simonds Productions}",US,2012-02-14,156974557,103,"[{'iso_639_1': 'en', 'name': 'English'}]"
260000000,"Action, Adventure, Science Fiction",49529,tt0401729,John Carter,{Walt Disney Pictures},US,2012-03-07,284139100,132,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,74387,tt1456635,Goon,"{Don Carmody Productions}, {Caramel Films}","CA, US",2012-01-06,6483963,92,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Music, Romance",48373,tt1274296,Listen to Your Heart,"{rebel one pictures}, {wishing well pictures}",US,2010-08-14,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Fantasy, Science Fiction, War",28524,tt1531911,Princess of Mars,"{The Asylum}, {The Global Asylum}, {Asylum, The}",US,2009-12-29,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"TV Movie, Drama, History",91010,tt1848902,Game Change,"{Playtone}, {HBO Films}",US,2012-03-09,0,118,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000000,"Drama, Thriller",63493,tt1535970,The Ledge,"{Rising Star}, {Foresight Unlimited}, {VIP Media Group}, {Michael Mailer Films}, {Ledge Productions}","US, DE",2011-05-06,610986,101,"[{'iso_639_1': 'en', 'name': 'English'}]"
42000000,"Action, Comedy, Crime",64688,tt1232829,21 Jump Street,"{Columbia Pictures}, {Original Film}, {Stephen J. Cannell Productions}, {Relativity Media}, {Metro-Goldwyn-Mayer (MGM)}",US,2012-03-12,201585328,109,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000000,"Drama, Comedy",82532,tt1588334,"Jeff, Who Lives at Home",{Indian Paintbrush},US,2011-09-13,4417580,83,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,14346,tt0379184,Blackballed: The Bobby Dukes Story,"{The 7th Floor}, {Werkaround}, {First Motionless Pictures}",US,2004-01-01,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Romance",70585,tt1473397,Lucky,,US,2011-07-15,0,103,[]
7000000,"Action, Horror, Thriller",45273,tt1206881,The Bleeding,"{Iron Bull Films}, {Indifferent Entertainment}",US,2009-11-02,0,80,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Science Fiction",64108,tt1337686,The Frankenstein Syndrome,"{Ominous Productions}, {NWR Film Productions}",US,2010-10-01,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Western",80304,tt1702425,Casa De Mi Padre,"{NALA Films}, {Gary Sanchez Productions}, {Lions Gate}",US,2012-03-15,0,84,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
0,"Comedy, Romance",82533,tt1667307,Damsels in Distress,{Westerly Films},US,2012-04-06,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Crime, Drama, Mystery, Thriller",94204,tt1810697,Meeting Evil,{Sony Pictures},US,2012-05-03,525,89,"[{'iso_639_1': 'en', 'name': 'English'}]"
150000000,Adventure,57165,tt1646987,Wrath of the Titans,"{Legendary Pictures}, {Thunder Road Pictures}, {Warner Bros.}, {Cott Productions}, {Furia de Titanes II, A.I.E.}","ES, US",2012-03-27,301000000,99,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Drama",44032,tt1715320,Bending The Rules,{WWE Studios},US,2012-03-09,0,83,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,74308,tt1683526,Detachment,"{Appian Way}, {Kingsgate Films}, {Paper Street Films}",US,2011-04-24,72689,97,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Fantasy, Science Fiction, Thriller",86820,tt1707391,4:44 Last Day on Earth,{Wild Bunch},US,2011-09-07,17801,85,"[{'iso_639_1': 'en', 'name': 'English'}]"
70000,"Mystery, Horror, Thriller",74777,tt1610996,Absentia,"{Blue Dot Productions}, {FallBack Plan Productions}",US,2011-03-03,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]"
50000000,Comedy,71552,tt1605630,American Reunion,{Universal Pictures},US,2012-04-04,234989584,113,"[{'iso_639_1': 'en', 'name': 'English'}]"
1100000,"Action, Thriller, Crime",94329,tt1899353,The Raid,"{Celluloid Dreams}, {Pt. Merantau Films}, {XYZ Films}","ID, US, FR",2011-09-08,4105187,101,"[{'iso_639_1': 'id', 'name': 'Bahasa indonesia'}]"
30000000,"Horror, Thriller",22970,tt1259521,The Cabin in the Woods,"{Lionsgate}, {Mutant Enemy Productions}",US,2012-04-12,66486080,95,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}]"
0,"Comedy, Drama",74306,tt1912398,God Bless America,"{Jerkschool Productions}, {Darko Entertainment}",US,2011-09-09,122550,104,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,80432,tt1640570,The Wayshower,,US,2011-04-10,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
930000,Comedy,91070,tt1726589,L!fe Happens,"{Stardust Pictures}, {Dot Dot Dot Productions}","CA, US",2011-06-18,30905,100,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Horror,14686,tt0981224,Midnight Movie,{Bigfoot Entertainment},US,2008-10-24,0,82,"[{'iso_639_1': 'en', 'name': 'English'}]"
2000000,"Horror, Mystery",92182,tt1767382,Silent House,"{Elle Driver}, {Tazora Films}","FR, US",2011-01-21,13101672,85,"[{'iso_639_1': 'en', 'name': 'English'}]"
30000000,Comedy,76489,tt0383010,The Three Stooges,{Wessler Entertainment},US,2012-04-13,54819301,92,"[{'iso_639_1': 'en', 'name': 'English'}]"
26000000,"Crime, Thriller, Mystery",70436,tt1486192,The Raven,{Relativity Media},"HU, RS, ES, US",2012-03-09,29657751,111,"[{'iso_639_1': 'en', 'name': 'English'}]"
17000000,"Action, Mystery, Thriller",54271,tt1307873,The Big Bang,"{North by Northwest Entertainment}, {Flame Ventures}",US,2011-01-17,0,101,"[{'iso_639_1': 'en', 'name': 'English'}]"
85000000,"Adventure, Fantasy, Drama, Comedy, Science Fiction, Family",62764,tt1667353,Mirror Mirror,"{Relativity Media}, {Misher Films}, {Yucaipa Films}, {Goldmann Pictures}, {Rat Entertainment}, {Misha Films}",US,2012-03-15,183018522,106,"[{'iso_639_1': 'en', 'name': 'English'}]"
209000000,"Thriller, Action, Adventure, Science Fiction",44833,tt1440129,Battleship,"{Universal Pictures}, {Hasbro}, {Bluegrass Films}, {Film 44}",US,2012-04-11,303025485,131,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]"
0,,206997,tt1831575,Appropriate Adult,,US,2011-09-03,0,180,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000000,"Drama, Comedy",74534,tt1412386,The Best Exotic Marigold Hotel,"{Participant Media}, {Imagenation Abu Dhabi FZ}","AE, GB, US",2011-11-28,136836156,124,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Drama, Action, Crime",40720,tt1407084,Twelve,"{Gaumont}, {Original Media}, {Artina Films}, {Radar Pictures}, {Hannover House}","FR, US",2010-07-30,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Family, Music",60405,tt1629440,Sharpay's Fabulous Adventure,"{Princessa Productions}, {Borden & Rosenbush Entertainment}","CA, US",2011-04-19,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Comedy",74447,tt1094666,The Hammer,,US,2010-10-26,0,108,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Thriller",39509,tt0462232,Cold Storage,{Synthetic Fur Productions},US,2009-05-01,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Thriller, Mystery, Drama",45347,tt1535566,The Bleeding House,"{Cinergi Pictures Entertainment}, {Safehouse Pictures}, {Reno Productions}",US,2011-04-20,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]"
30000000,Comedy,72207,tt1195478,The Five-Year Engagement,"{Universal Pictures}, {Dentsu}, {Relativity Media}, {Apatow Productions}, {Stoller Global Solutions}",US,2012-04-27,53909751,124,"[{'iso_639_1': 'en', 'name': 'English'}]"
500000,"Crime, Drama, Thriller",28891,tt0874271,Elsewhere,{Lost Toys},US,2009-01-15,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,25154,tt0913413,The Marc Pease Experience,{Paramount Vantage},US,2009-08-21,0,84,"[{'iso_639_1': 'en', 'name': 'English'}]"
12000000,"Comedy, Romance",67660,tt1621045,Think Like a Man,{Rainforest Films},US,2012-04-16,96070507,122,"[{'iso_639_1': 'en', 'name': 'English'}]"
25000000,"Drama, Romance",77877,tt1327194,The Lucky One,"{Village Roadshow Pictures}, {DiNovi Pictures}, {Warner Bros.}, {Langley Park Production}",US,2012-04-19,99357138,101,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Adventure, Drama, Family",73563,tt1507564,The Greening of Whitney Brown,"{Perfect Weekend}, {Heavy Lifting}",US,2011-11-10,0,87,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
30000000,"Action, Crime, Thriller",72387,tt1656190,Safe,"{Lawrence Bender Productions}, {IM Global}, {Automatik Entertainment}, {Trigger Street Productions}, {87Eleven}",US,2012-04-16,40346186,94,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
0,Drama,28238,tt1449175,Hamlet,"{NHK Enterprises}, {Illuminations}, {BBC Wales}","GB, US, JP",2009-12-26,0,185,"[{'iso_639_1': 'en', 'name': 'English'}]"
6600000,Comedy,57119,tt1640484,Jumping the Broom,"{TriStar Pictures}, {Stage 6 Films}, {Sony Pictures Worldwide Acquisitions (SPWA)}, {TDJ Enterprises / New Dimensions Entertainment}, {Our Stories Films}",US,2011-05-06,37710610,112,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Action, Comedy",15135,tt1104836,Feast III: The Happy Finish,{Neo Art & Logic},US,2009-02-17,0,79,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Foreign, History",25799,tt0414713,Amu,{Jonai Productions},"IN, US",2005-01-07,0,102,"[{'iso_639_1': 'bn', 'name': 'বাংলা'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'en', 'name': 'English'}]"
150000000,"Comedy, Fantasy",62213,tt1077368,Dark Shadows,"{Village Roadshow Pictures}, {Infinitum Nihil}, {GK Films}, {Warner Bros.}, {Tim Burton Productions}, {Dan Curtis Productions}, {Zanuck Company, The}","AU, US",2012-05-08,245527149,113,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Fantasy, Action, Adventure",13486,tt1104123,The Scorpion King: Rise of a Warrior,"{Universal Pictures}, {ApolloMovie Beteiligungs}, {Film Afrika Worldwide}, {Sommers Company, The}","US, ZA, DE",2008-07-19,0,109,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Thriller",89326,tt1641385,96 Minutes,"{Perfect Weekend}, {First Point Entertainment}, {Katonah Pictures}",US,2011-10-14,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000000,"Crime, Drama, Mystery, Thriller",92000,tt1465533,Columbus Circle,"{Blue Star Pictures}, {Oxymoron Entertainment}, {G4 Pictures}",US,2012-03-05,0,82,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
0,"Drama, Foreign",82624,tt1787127,The Forgiveness of Blood,"{Portobello Pictures}, {Journeyman Pictures}, {Fandango}, {Phoenix Film Investments}, {Artists Public Domain}, {Sundance Selects}, {Cinereach}, {Lissus Media}","US, AL, DK, IT",2011-02-18,0,109,"[{'iso_639_1': 'sq', 'name': 'shqip'}]"
3000000,Horror,73963,tt1686018,Creature,"{The Bubble Factory}, {Lockjaw Productions}",US,2011-09-09,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Action, Thriller, Crime",51823,tt1663193,Across the Line: The Exodus of Charlie Wright,,US,2010-12-28,0,94,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
65000000,Comedy,76493,tt1645170,The Dictator,{Paramount Pictures},US,2012-05-15,179379533,83,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}]"
7000000,"Action, Drama",48620,tt1034324,The Mighty Macs,,US,2009-10-21,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,22683,tt1295085,Gifted Hands: The Ben Carson Story,"{The Hatchery}, {Sony Pictures Television}, {Magna Global Entertainment}, {Johnson & Johnson Spotlight Presentations}, {Thomas Carter Company}",US,2009-02-07,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]"
225000000,"Action, Comedy, Science Fiction",41154,tt1409024,Men in Black 3,"{Amblin Entertainment}, {Media Magik Entertainment}, {Imagenation Abu Dhabi FZ}, {Hemisphere Media Capital}, {Parkes/MacDonald Productions}",US,2012-05-23,624026776,106,"[{'iso_639_1': 'en', 'name': 'English'}]"
170000000,"Adventure, Fantasy, Drama",58595,tt1735898,Snow White and the Huntsman,"{Universal Pictures}, {Roth Films}",US,2012-05-30,396600000,127,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Science Fiction, Drama, Mystery",86812,tt1748207,Sound of My Voice,{Skyscraper Films},US,2011-01-22,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000000,Horror,27646,tt1268809,Night of the Demons,"{Seven Arts Pictures}, {Project 8 Films}, {Cold Fusion Media Group}, {Parallel Media}, {Voodoo Production Services}",US,2009-08-30,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
1000000,"Drama, Family",39401,tt1070858,The Secrets of Jonathan Sperry,{Christiano Film Group},US,2008-04-27,0,96,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Thriller",93856,tt1991245,Chernobyl Diaries,"{Alcon Entertainment}, {FilmNation Entertainment}, {Oren Peli / Brian Witten Pictures}",US,2012-05-24,18112929,88,"[{'iso_639_1': 'en', 'name': 'English'}]"
19500000,"TV Movie, Drama, Romance",111839,tt0423455,Hemingway & Gellhorn,"{Home Box Office (HBO)}, {Attaboy Films}, {For Whom Productions}",US,2012-08-27,0,155,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama",94363,tt1205558,Hick,"{Stone River Productions}, {Taylor Lane Productions}, {Lighthouse Home Entertainment}",US,2011-09-10,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]"
130000000,"Science Fiction, Adventure, Mystery",70981,tt1446714,Prometheus,"{Twentieth Century Fox Film Corporation}, {Dune Entertainment}, {Scott Free Productions}, {Brandywine Productions}","GB, US",2012-05-30,403170142,124,"[{'iso_639_1': 'gd', 'name': ''}, {'iso_639_1': 'en', 'name': 'English'}]"
0,"Horror, Mystery, Thriller",111440,tt2040560,The Pact,{Preferred Content},US,2012-05-25,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Action, Drama, Family, Thriller",35691,tt1462054,Letters to God,{Mercy Creek Entretainment},US,2010-04-09,0,110,"[{'iso_639_1': 'en', 'name': 'English'}]"
5000000,"Comedy, Crime, Drama",92591,tt1704573,Bernie,"{Castle Rock Entertainment}, {Horsethief Pictures}, {Mandalay Vision}, {Wind Dancer Productions}, {Detour Filmproduction}",US,2012-04-27,9206470,100,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Crime, Drama",77084,tt0248661,3 A.M.,{40 Acres & A Mule Filmworks},US,2001-07-01,0,88,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sh', 'name': ''}, {'iso_639_1': 'es', 'name': 'Español'}]"
10000000,"Drama, Action, Thriller",12645,tt1196340,Inhale,{26 Films},US,2010-08-27,55089,100,"[{'iso_639_1': 'en', 'name': 'English'}]"
35000000,Comedy,50647,tt1655460,Wanderlust,"{Relativity Media}, {Apatow Productions}, {A Hot Dog}",US,2012-02-23,24159934,98,"[{'iso_639_1': 'en', 'name': 'English'}]"
16000000,"Comedy, Drama, Romance",83666,tt1748122,Moonrise Kingdom,"{Scott Rudin Productions}, {Indian Paintbrush}, {Focus Features}, {American Empirical Pictures}, {Moonrise}",US,2012-05-16,68263166,94,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Thriller, Crime, Mystery",72477,tt1389127,Texas Killing Fields,"{Forward Pass}, {Anchor Bay Films}, {Block / Hanson}, {Watley Entertainment}, {Gideon Productions}, {QED International}, {Blue Light}",US,2011-10-14,957240,105,"[{'iso_639_1': 'en', 'name': 'English'}]"
35000000,"Action, Thriller, Crime, Drama",80389,tt1567609,Get the Gringo,"{Icon Productions}, {Airborne Productions}",US,2012-03-15,0,95,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
10000000,"Action, Adventure, Thriller",26583,tt1296869,The Keeper,{Steamroller Productions},US,2009-10-03,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]"
20000000,"War, Drama",50601,tt1486193,5 Days of War,"{Midnight Sun Pictures}, {Dispictures}, {Georgia International Films}, {Rex Media}",US,2011-04-14,17479,113,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ka', 'name': 'ქართული'}]"
1500000,"Action, Crime, Drama, Thriller",68472,tt1788383,House of the Rising Sun,{Berkshire Axis Media},US,2011-07-19,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
40000000,"Drama, Comedy",72358,tt0763831,A Thousand Words,"{Paramount Pictures}, {DreamWorks SKG}, {Saturn Films}, {Varsity Pictures}",US,2012-03-07,22044277,91,"[{'iso_639_1': 'en', 'name': 'English'}]"
750000,"Comedy, Romance, Science Fiction, Drama",84332,tt1862079,Safety Not Guaranteed,"{Duplass Brothers Productions}, {Big Beach Films}",US,2012-06-08,4007792,85,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Horror,71326,tt1308748,Bunnyman,{ANOC Productions},US,2011-06-20,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
125000,"Drama, Comedy",84355,tt1742336,Your Sister's Sister,{Ada Films},US,2011-09-11,3200000,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,63193,tt1292594,Front of the Class,"{Hallmark Entertainment}, {Hallmark Hall of Fame Productions}",US,2008-01-01,0,95,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
40000000,"Romance, Comedy, Drama",76494,tt1586265,What to Expect When You're Expecting,"{Alcon Entertainment}, {Lionsgate}, {Phoenix Pictures}, {What to Expect Productions}",US,2012-05-17,79700000,110,"[{'iso_639_1': 'en', 'name': 'English'}]"
17000000,"Romance, Comedy",81836,tt1859650,To Rome with Love,"{Gravier Productions}, {Medusa Film}, {Mediapro}, {Perdido Productions}","IT, ES, US",2012-04-20,73244881,111,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]"
69000000,"Action, Fantasy, Horror",72331,tt1611224,Abraham Lincoln: Vampire Hunter,"{Twentieth Century Fox Film Corporation}, {Bazelevs Production}, {Tim Burton Productions}, {Abraham Productions}, {Location Gourmet}",US,2012-06-20,112265139,94,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000000,"Horror, Comedy, Science Fiction",68684,tt1701990,Detention,{Detention Films},US,2011-03-16,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
