budget,genres,id,imdb_id,title,production_companies,production_countries,release_date,revenue,runtime,spoken_languages
0,"Drama, Romance",53113,tt0120776,One True Thing,{Universal Pictures},US,1998-09-18,0,127,"[{'iso_639_1': 'en', 'name': 'English'}]"
33000000,"Action, Comedy, Crime, Thriller",2109,tt0120812,Rush Hour,{New Line Cinema},US,1998-09-18,244386864,98,"[{'iso_639_1': 'en', 'name': 'English'}]"
2000000,"Action, Adventure, Science Fiction",24746,tt0118736,Six-String Samurai,{HSX Films},US,1998-09-18,124494,91,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,72987,tt0120835,A Soldier's Daughter Never Cries,"{Capitol Films}, {Merchant Ivory Productions}, {British Screen Productions}","FR, GB, US",1998-09-18,1782005,127,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
55000000,"Action, Thriller, Crime, Adventure",8195,tt0122690,Ronin,"{United Artists}, {FGM Entertainment}","FR, GB, US",1998-09-25,41610884,122,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
14000000,"Horror, Thriller",9877,tt0146336,Urban Legend,"{Original Film}, {TriStar Pictures}, {Phoenix Pictures}, {Canal+ Droits Audiovisuels}","CA, FR, US",1998-09-25,72527595,99,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
0,"Comedy, Crime, Drama, Thriller",26618,tt0118863,Clay Pigeons,"{Intermedia Films}, {IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG}, {Fade In Films}","DE, US",1998-09-25,0,104,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Thriller, Crime",21132,tt0119802,Monument Ave.,"{Clinica Estetico}, {Spanky Pictures}, {The Kushner-Locke Company}, {Phoenician Films}, {Apostle}, {Tribeca Productions}, {Filmline International}","CA, US",1998-09-25,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Comedy,11855,tt0126604,Pecker,{Polar Entertainment},US,1998-09-16,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]"
12000000,"Comedy, Romance",25723,tt0117276,Overnight Delivery,"{New Line Cinema}, {Motion Picture Corporation of America (MPCA)}",US,1998-04-07,0,87,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]"
0,Drama,73351,tt0144604,Shadrach,"{Nu Image Films}, {Millennium Films}, {Tidewater Pictures Inc.}",US,1998-09-22,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]"
17000000,Comedy,9429,tt0120770,A Night at the Roxbury,"{Paramount Pictures}, {SNL Studios}",US,1998-10-01,30331165,81,"[{'iso_639_1': 'en', 'name': 'English'}]"
85000000,"Drama, Fantasy, Romance",12159,tt0120889,What Dreams May Come,{PolyGram Filmed Entertainment},"NZ, US",1998-10-02,71485043,113,"[{'iso_639_1': 'en', 'name': 'English'}]"
1100000,Horror,27791,tt0124102,Strangeland,"{Shooting Gallery}, {Snider Than Thou Productions Inc.}",US,1998-10-02,631221,86,"[{'iso_639_1': 'en', 'name': 'English'}]"
60000000,"Drama, Comedy",9713,tt0120701,Holy Man,"{Caravan Pictures}, {Touchstone Pictures}",US,1998-10-08,0,114,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama",9821,tt0119670,The Mighty,{Miramax Films},US,1998-10-23,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Thriller",39437,tt0120603,Beloved,"{Harpo Films}, {Touchstone Pictures}",US,1998-10-16,0,172,"[{'iso_639_1': 'en', 'name': 'English'}]"
25000000,"Horror, Comedy",11932,tt0144120,Bride of Chucky,"{Universal Pictures}, {Midwinter Productions Inc.}","CA, US",1998-10-16,50671850,89,"[{'iso_639_1': 'en', 'name': 'English'}]"
75000000,"Drama, Fantasy, Comedy",6435,tt0120791,Practical Magic,"{Village Roadshow Pictures}, {DiNovi Pictures}, {Fortis Films}, {Warner Bros.}, {Stargate Studios}",US,1998-10-16,46683377,104,"[{'iso_639_1': 'en', 'name': 'English'}]"
3000000,"Comedy, Drama",10683,tt0147612,Happiness,"{Killer Films}, {Good Machine}",US,1998-10-16,2807390,139,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
0,"Comedy, Drama",63709,tt0119986,Reach The Rock,{Gramercy Pictures},US,1998-10-16,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]"
14000000,"Drama, Thriller",9445,tt0118636,Apt Pupil,"{TriStar Pictures}, {Bad Hat Harry Productions}, {Phoenix Pictures}","FR, US",1998-10-23,0,107,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
0,"Fantasy, Drama, Comedy",2657,tt0120789,Pleasantville,"{New Line Cinema}, {Larger Than Life Productions}",US,1998-09-17,0,124,"[{'iso_639_1': 'en', 'name': 'English'}]"
75000000,"Action, War, Science Fiction",9425,tt0120157,Soldier,"{Impact Pictures}, {Jerry Weintraub Productions}, {Warner Bros.}, {Morgan Creek Productions}",US,1998-10-23,14567883,99,"[{'iso_639_1': 'en', 'name': 'English'}]"
20000000,"Action, Drama, Fantasy, Horror, Thriller",9945,tt0120877,Vampires,"{Columbia Pictures}, {Largo Entertainment}, {JVC Entertainment Networks}, {Film Office}, {Spooky Tooth Productions}, {Storm King Productions}",US,1998-04-15,0,108,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'la', 'name': 'Latin'}]"
20000000,Drama,73,tt0120586,American History X,"{New Line Cinema}, {The Turman-Morrissey Company}, {Savoy Pictures}",US,1998-10-30,23875127,119,"[{'iso_639_1': 'en', 'name': 'English'}]"
12000000,"Comedy, Drama, Romance",46889,tt0120722,Living Out Loud,"{New Line Cinema}, {Jersey Films}",US,1998-10-30,12902790,100,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Crime, Drama",12888,tt0158493,Belly,{Artisan Entertainment},US,1998-11-04,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000000,Drama,3033,tt0120684,Gods and Monsters,"{Lions Gate Films}, {Flashpoint (I)}, {Showtime Networks}","GB, US",1998-01-21,6451628,105,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]"
70000000,"Drama, Action, Thriller, Crime",9882,tt0133952,The Siege,"{Twentieth Century Fox Film Corporation}, {Lynda Obst Productions}, {Bedford Falls Company, The}",US,1998-11-06,116672912,116,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ar', 'name': 'العربية'}]"
23000000,Comedy,10663,tt0120484,The Waterboy,{Touchstone Pictures},US,1998-11-06,185991646,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
30000000,"Drama, History",4518,tt0127536,Elizabeth,"{Channel Four Films}, {PolyGram Filmed Entertainment}, {Working Title Films}",US,1998-09-13,82150642,124,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]"
65000000,"Horror, Mystery, Thriller",3600,tt0130018,I Still Know What You Did Last Summer,"{Columbia Pictures}, {Mandalay Entertainment}, {Summer Knowledge LLC}",US,1998-11-13,40002112,100,"[{'iso_639_1': 'en', 'name': 'English'}]"
30000000,"Comedy, Family",17037,tt0155753,I'll Be Home for Christmas,{Walt Disney Pictures},US,1998-11-12,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]"
90000000,"Fantasy, Drama, Mystery",297,tt0119643,Meet Joe Black,"{Universal Pictures}, {City Light Films}",US,1998-11-12,142940100,178,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,Drama,5332,tt0120643,Dancing at Lughnasa,"{Sony Pictures Classics}, {Bórd Scannán na hÉireann}, {Radio Teléfis Éireann}","IE, GB, US",1998-09-04,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Thriller",8336,tt0120767,The Naked Man,,US,1998-08-02,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]"
90000000,"Action, Drama, Thriller",9798,tt0120660,Enemy of the State,"{Jerry Bruckheimer Films}, {Scott Free Productions}, {Touchstone Pictures}, {No Such Productions}",US,1998-11-20,250649836,132,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Comedy",9466,tt0120533,Celebrity,"{Sweetland Films}, {Magnolia Productions}",US,1998-09-07,0,113,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000000,"History, Drama, War",2042,tt0120070,Savior,{Initial Entertainment Group (IEG)},US,1998-11-20,0,99,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'sh', 'name': ''}]"
0,"Comedy, Romance",10162,tt0166396,Waking Ned,"{Fox Searchlight Pictures}, {Canal+}, {Tomboy Films}","FR, GB, US",1998-09-15,0,91,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ga', 'name': 'Gaeilge'}, {'iso_639_1': 'la', 'name': 'Latin'}]"
15000000,"Drama, Comedy, Romance",12257,tt0119304,Home Fries,"{Warner Bros.}, {Baltimore Pictures}, {Kasdan Pictures}",US,1998-11-25,10443316,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
3500000,Comedy,37536,tt0165494,Ringmaster,{Artisan Entertainment},US,1998-11-25,9247881,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
30000000,"Comedy, Crime, Thriller",10029,tt0124198,Very Bad Things,"{Initial Entertainment Group (IEG)}, {Interscope Communications}, {VBT Productions}, {Ballpark Productions Partnership}",US,1998-09-11,9898412,100,"[{'iso_639_1': 'en', 'name': 'English'}]"
60000000,"Horror, Mystery, Thriller",11252,tt0155975,Psycho,"{Imagine Entertainment}, {Universal Pictures}",US,1998-12-04,37141130,105,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Crime, Thriller",10223,tt0120324,A Simple Plan,{Paramount Pictures},US,1998-12-11,0,121,"[{'iso_639_1': 'en', 'name': 'English'}]"
27000000,"Comedy, Family, Drama, Fantasy",9745,tt0141109,Jack Frost,"{Warner Bros.}, {Azoff Entertainment}, {The Canton Company}",US,1998-12-10,0,101,"[{'iso_639_1': 'en', 'name': 'English'}]"
70000000,"Science Fiction, Action, Adventure, Thriller",200,tt0120844,Star Trek: Insurrection,{Paramount Pictures},US,1998-12-10,118000000,103,"[{'iso_639_1': 'en', 'name': 'English'}]"
9000000,"Comedy, Drama",11545,tt0128445,Rushmore,{Touchstone Pictures},US,1998-09-17,17096053,93,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'es', 'name': 'Español'}]"
25000000,"Romance, History",1934,tt0138097,Shakespeare in Love,"{Miramax Films}, {Universal Pictures}, {Bedford Falls Productions}",US,1998-12-11,289317794,122,"[{'iso_639_1': 'en', 'name': 'English'}]"
65000000,"Comedy, Romance",9489,tt0128853,You've Got Mail,{Warner Bros.},US,1998-12-17,250821495,119,"[{'iso_639_1': 'en', 'name': 'English'}]"
52000000,"Drama, History, War",8741,tt0120863,The Thin Red Line,"{Fox 2000 Pictures}, {Phoenix Pictures}, {Geisler-Roberdeau}","CA, US",1998-12-25,98126565,170,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
15000000,"Horror, Mystery, Science Fiction",9276,tt0133751,The Faculty,"{Dimension Films}, {Los Hooligans Productions}",US,1998-12-25,40283321,104,"[{'iso_639_1': 'en', 'name': 'English'}]"
90000000,"Action, Adventure, Family, Fantasy",9822,tt0120751,Mighty Joe Young,"{Walt Disney Pictures}, {RKO Pictures}",US,1998-12-25,0,114,"[{'iso_639_1': 'sw', 'name': 'Kiswahili'}, {'iso_639_1': 'en', 'name': 'English'}]"
50000000,"Comedy, Drama",10312,tt0129290,Patch Adams,"{Universal Pictures}, {Bungalow 78 Productions}, {Blue Wolf}, {Farrell/Minoff}",US,1998-12-25,202292902,115,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Romance",9441,tt0120686,Stepmom,"{Columbia Pictures}, {1492 Pictures}",US,1998-12-25,0,124,"[{'iso_639_1': 'en', 'name': 'English'}]"
70000000,Drama,9422,tt0120633,A Civil Action,"{Paramount Pictures}, {Wildwood Enterprises}, {Touchstone Pictures}",US,1998-03-05,56702901,115,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama",24525,tt0119336,Hurlyburly,"{Fine Line Features}, {FilmColony}",US,1998-12-25,0,122,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Comedy, Drama, Romance",140897,tt0144546,Outside Ozona,"{Nu Image Films}, {Columbia TriStar Home Entertainment}, {Millennium Films}",US,1998-12-18,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Thriller, Crime, Drama",36136,tt0127722,Another Day in Paradise,{Chinese Bookie Pictures},US,1998-12-30,0,101,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Action, Western, Romance",1363,tt0120699,The Hi-Lo Country,"{Gramercy Pictures}, {Cappa Productions}, {PolyGram Filmed Entertainment}, {Working Title Films}",US,1998-12-30,0,114,"[{'iso_639_1': 'en', 'name': 'English'}]"
20000000,Drama,825,tt0145734,Playing by Heart,"{Morpheus}, {Intermedia Films}, {Hyperion Pictures}, {Miramax}",US,1998-12-30,3970078,121,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Romance",15556,tt0132512,At First Sight,{Metro-Goldwyn-Mayer (MGM)},US,1999-01-15,0,128,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Thriller",28902,tt0120710,In Dreams,"{DreamWorks SKG}, {Amblin Entertainment}",US,1999-01-15,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Drama, Romance",14709,tt0139699,Varsity Blues,"{Paramount Pictures}, {MTV Films}",US,1999-01-15,0,106,"[{'iso_639_1': 'en', 'name': 'English'}]"
75000000,"Horror, Action, Science Fiction",9423,tt0120458,Virus,"{Universal Pictures}, {BBC Films}, {Dark Horse Entertainment}, {Toho-Towa}, {Mutual Film Company}, {Marubeni}, {Tele München Fernseh Produktionsgesellschaft (TMG)}, {Valhalla Motion Pictures}, {UGC PH}","US, GB, DE, JP, FR",1999-01-14,14010690,99,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]"
30000000,"Drama, Action, Thriller, Crime",45712,tt0120683,Gloria,"{Columbia Pictures}, {Mandalay Entertainment}",US,1999-01-22,0,108,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000000,"Comedy, Romance",10314,tt0160862,She's All That,"{Miramax Films}, {Tapestry Films}, {FilmColony}",US,1999-01-29,103166989,95,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Comedy, Romance",125548,tt0138279,The 24 Hour Woman,"{Redeemable Features}, {Dirt Road Productions}, {King City}, {Exile Films}",US,1999-01-29,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]"
7300,"Action, Comedy, Thriller",47139,tt0163984,"Blood, Guts, Bullets and Octane",,US,1998-10-16,13674,87,"[{'iso_639_1': 'en', 'name': 'English'}]"
90000000,"Drama, Action, Thriller, Crime",2112,tt0120784,Payback,"{Paramount Pictures}, {Icon Entertainment International}",US,1999-02-05,161626121,100,"[{'iso_639_1': 'en', 'name': 'English'}]"
6000000,Comedy,16172,tt0145893,Simply Irresistible,"{New Regency Pictures}, {Taurus Film}, {Polar Entertainment Corporation}",US,1999-02-05,4398989,95,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]"
35000000,"Comedy, Romance",11622,tt0124298,Blast from the Past,"{New Line Cinema}, {Forge}, {Midnight Sun Pictures}",US,1999-02-12,40263020,112,"[{'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]"
80000000,"Romance, Drama",10207,tt0139462,Message in a Bottle,"{Bel Air Entertainment}, {DiNovi Pictures}, {Tiger Productions}",US,1999-02-22,118880016,131,"[{'iso_639_1': 'en', 'name': 'English'}]"
65000000,"Comedy, Drama, Family, Science Fiction",9849,tt0120764,My Favorite Martian,{Walt Disney Pictures},US,1999-02-11,36850101,94,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]"
3000000,Comedy,18892,tt0155776,Jawbreaker,"{TriStar Pictures}, {Crossroads Films}, {Kramer-Tornell Productions}",US,1999-01-30,3076820,87,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Family",13466,tt0132477,October Sky,{Universal Pictures},US,1999-02-19,0,108,"[{'iso_639_1': 'en', 'name': 'English'}]"
10000000,"Comedy, Crime",1542,tt0151804,Office Space,"{Twentieth Century Fox Film Corporation}, {Cubicle Inc.}",US,1999-02-19,12827813,89,"[{'iso_639_1': 'en', 'name': 'English'}]"
6000000,"Comedy, Drama, Romance",15256,tt0137338,200 Cigarettes,{Paramount Pictures},US,1999-02-26,6852450,101,"[{'iso_639_1': 'en', 'name': 'English'}]"
40000000,"Thriller, Crime, Mystery",8224,tt0134273,8MM,"{Columbia Pictures Corporation}, {Hofflund/Polone}, {Global Entertainment Productions GmbH & Company Medien KG}",US,1999-02-26,96618699,123,"[{'iso_639_1': 'en', 'name': 'English'}]"
35000000,"Comedy, Drama, Romance",18417,tt0123209,The Other Sister,{Touchstone Pictures},US,1999-02-26,0,130,"[{'iso_639_1': 'en', 'name': 'English'}]"
12000000,Comedy,12479,tt0120618,Breakfast of Champions,{Hollywood Pictures},US,1999-02-13,0,110,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
12000000,"Comedy, Romance",26425,tt0123221,Just the Ticket,"{Canal+}, {CineSon Entertainment}","FR, US",1999-02-26,0,115,"[{'iso_639_1': 'en', 'name': 'English'}]"
80000000,"Comedy, Crime",9535,tt0122933,Analyze This,"{Spring Creek Productions}, {Warner Bros.}, {Tribeca Productions}, {Baltimore Pictures}","AU, US",1999-03-05,176885658,103,"[{'iso_639_1': 'en', 'name': 'English'}]"
25000000,"Action, Crime, Mystery, Thriller",9455,tt0142192,The Corruptor,"{New Line Cinema}, {Illusion Entertainment Group}",US,1999-03-12,15156200,110,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}]"
10500000,"Drama, Romance, Thriller",796,tt0139134,Cruel Intentions,"{Columbia Pictures}, {Cruel Productions}, {Newmarket Capital Group}",US,1999-03-05,75902208,97,"[{'iso_639_1': 'vi', 'name': 'Tiếng Việt'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
38000000,"Drama, Mystery",30943,tt0120646,The Deep End of the Ocean,"{Columbia Pictures Corporation}, {Mandalay Entertainment}",US,1999-03-12,28121100,106,"[{'iso_639_1': 'en', 'name': 'English'}]"
21000000,"Horror, Thriller, Science Fiction",7341,tt0144814,The Rage: Carrie 2,"{United Artists}, {Red Bank Films}",US,1999-03-11,17762705,104,"[{'iso_639_1': 'en', 'name': 'English'}]"
30000000,"Action, Science Fiction",10350,tt0131646,Wing Commander,"{Carousel Picture Company, The}, {No Prisoners Productions}, {Origin Systems Inc.}, {American Entertainment Investors}, {Wing Commander Productions}, {Digital Anvil}","LU, US",1999-03-11,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]"
12000000,"Science Fiction, Comedy, Family",22345,tt0118665,Baby Geniuses,"{TriStar Pictures}, {Crystal Sky Worldwide}, {Triumph}",US,1999-03-12,36450736,97,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]"
75000000,"Romance, Comedy",1641,tt0141098,Forces of Nature,"{DreamWorks SKG}, {Roth-Arnold Productions}",US,1999-03-12,93888180,105,"[{'iso_639_1': 'en', 'name': 'English'}]"
12000000,"Comedy, Horror, Thriller, Western",10212,tt0129332,Ravenous,"{Twentieth Century Fox Film Corporation}, {Fox 2000 Pictures}, {ETIC Films}, {Heyday Films}, {Engulf & Devour Productions Inc.}","CZ, GB, US",1999-03-16,0,100,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]"
0,"Crime, Drama",10354,tt0139668,True Crime,"{The Zanuck Company}, {Malpaso Productions}, {Warner Bros.}",US,1999-03-19,0,127,"[{'iso_639_1': 'en', 'name': 'English'}]"
0,"Drama, Romance",8583,tt0118892,Dangerous Beauty,"{Bedford Falls Productions}, {Regency Enterprises}, {Warner Bros.}, {Arnon Milchan Productions}",US,1998-02-20,0,111,"[{'iso_639_1': 'en', 'name': 'English'}]"
80000000,Comedy,11374,tt0131369,Edtv,"{Imagine Entertainment}, {Universal Pictures}",US,1999-03-26,0,122,"[{'iso_639_1': 'en', 'name': 'English'}]"
50000000,"Action, Mystery, Thriller",16379,tt0120757,The Mod Squad,{Metro-Goldwyn-Mayer (MGM)},US,1999-03-26,13260050,92,"[{'iso_639_1': 'en', 'name': 'English'}]"
14000000,"Drama, Romance",28029,tt0120613,A Walk on the Moon,"{Miramax Films}, {Village Roadshow Pictures}, {Groucho II Film Partnership}, {Punch 21 Productions}","AU, US",1999-01-29,0,107,"[{'iso_639_1': 'en', 'name': 'English'}]"
63000000,"Action, Science Fiction",603,tt0133093,The Matrix,"{Village Roadshow Pictures}, {Groucho II Film Partnership}, {Silver Pictures}, {Warner Bros.}","AU, US",1999-03-30,463517383,136,"[{'iso_639_1': 'en', 'name': 'English'}]"
16000000,"Comedy, Romance, Drama",4951,tt0147800,10 Things I Hate About You,"{Mad Chance}, {Jaret Entertainment}, {Touchstone Pictures}",US,1999-03-30,53478166,97,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]"
75000000,Comedy,8970,tt0129280,The Out-of-Towners,"{Paramount Pictures}, {Cherry Alley Productions}",US,1999-04-02,29000000,90,"[{'iso_639_1': 'en', 'name': 'English'}]"
6500000,"Crime, Comedy, Thriller",9430,tt0139239,Go,{Columbia Pictures},US,1999-04-09,28451622,98,"[{'iso_639_1': 'en', 'name': 'English'}]"
25000000,"Romance, Comedy, Drama",11355,tt0151738,Never Been Kissed,"{Fox 2000 Pictures}, {Flower Films (II)}, {Bushwood Pictures}, {Never Been Kissed Productions}",US,1999-04-09,84565230,107,"[{'iso_639_1': 'en', 'name': 'English'}]"
